text,isAddress,block_num,left_top,right_bot
"DESCRIPTION  1*40HQ CONTAINER OF FURNITURE - SOFA PO#30822 CUSTOMER PO:CV1221SLB0515 H.S. CODE:940161 ""THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS""",0,0,"(387, 1393)","(929, 1578)"
,0,0,"(1019, 1394)","(1129, 1524)"
WEIGHT  3969 kgs 8750.0574 Ibs,0,0,"(1187, 1394)","(1367, 1496)"
MEASUREMENT  64.95 cbm 2293.676775 cft,0,0,"(1394, 1393)","(1603, 1496)"
CUSTOMER P.O. NUMBER : SUPPLIER INVOICE NUMBER : PART NUMBER : SKU NUMBER : DESP : COVER: N.W:G.W: MADE IN CHINA,0,0,"(97, 1434)","(369, 1638)"
3969 KG,0,0,"(1245, 1520)","(1361, 1552)"
64.95 CM,0,0,"(1477, 1520)","(1603, 1552)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(447, 1803)","(1607, 1918)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703 TEL: 562-926-7186 ext813 EMAIL: angelica.lax@oecgroup.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 59)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION (ARIZONA) 6602 W. GRANTST. PHOENIX, AZ 85043 DELIVERY ORDER TEL :623-930-0932 DSP.PHX@NGLTRANS.COM  Pick-Up At : LONG BEACH PIER ""A"" TERMINAL Z978 PORT CODE: 2709 BERTH 90-94 LONG BEACH, CA 90813, UNITED STATES OF AMERICA PRIMARY - AVAILABILITY TEL :562-436-4489 FAX :562-624-8766",0,6,"(83, 300)","(775, 704)"
Date,0,2,"(851, 305)","(924, 340)"
By Angelica Ramos,0,3,"(1247, 308)","(1457, 380)"
11/08/2022,0,2,"(861, 356)","(1003, 390)"
Commodity,0,4,"(851, 407)","(1008, 451)"
Total Pkgs. 651 CTN 40HQ x1,0,5,"(1247, 412)","(1395, 506)"
RADIATOR THIS SHIPMENT CONTAINS NO. WOOD PACKING MATERIALS CY/DOOR,0,4,"(860, 461)","(1218, 503)"
Pick-Up Ref. No. 670AA-4AL2-2,0,7,"(853, 517)","(1063, 588)"
Pick-Up Contact,0,8,"(1247, 518)","(1457, 554)"
Pick-Up Date/Time,0,9,"(853, 625)","(1087, 662)"
"Deliver To :  Radiator Depot #670 (Phoenix)  235 E. Pima St.  Phoenix AZ 85004  shawncun@1800radiator.com;  rb601@1800radiator.com;  bshaver@1800radiator.com Bill To:  OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703  TEL : (562) 926-7186",1,15,"(85, 732)","(462, 1104)"
Delivery Ref. No. EMAIN IN ADVANCE 4 APPT,0,11,"(850, 728)","(1207, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(852, 835)","(1091, 872)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
PANOI223857,0,16,"(861, 994)","(1037, 1026)"
SM LINE CORPORATION,0,17,"(1255, 1002)","(1563, 1034)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
Vessel & Voyage No,0,19,"(1245, 1048)","(1502, 1092)"
SMLMTATH2B892400,0,18,"(861, 1103)","(1129, 1137)"
KOTA LUKIS 2205E,0,19,"(1255, 1104)","(1497, 1138)"
Container No. : 1.T. No: SMCU7019626 / 40HQ(4656.4 KG) / SMC707464 / 651,0,20,"(85, 1156)","(727, 1230)"
"House B/L No OERT205701L03291 Port of Discharge __ LONG BEACH,CA ‘Place of Delivery LONG BEACH,CA",0,23,"(852, 1156)","(1117, 1369)"
AMS House BL No.,0,21,"(1247, 1156)","(1489, 1188)"
E.T.A 11/16/2022  E.T.A. 11/16/2022,0,0,"(1371, 1230)","(1521, 1363)"
MARK,0,0,"(99, 1394)","(183, 1424)"
DESCRIPTION  RADIATOR THIS SHIPMENT CONTAINS NO WOOD PACKING MATERIALS CY/DOOR,0,0,"(389, 1393)","(921, 1496)"
PKGS  651 CTN 40HQ x 1,0,0,"(1001, 1394)","(1129, 1496)"
WEIGHT  4656.4 kgs 10265.49944 Ibs,0,0,"(1161, 1393)","(1366, 1496)"
MEASUREMENT  59.67 cbm 2107.216215 cft,0,0,"(1394, 1393)","(1603, 1496)"
N/M,0,0,"(99, 1434)","(159, 1464)"
4656.4 KG,0,0,"(1225, 1520)","(1361, 1552)"
59.67 CM,0,0,"(1479, 1520)","(1603, 1552)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(447, 1803)","(1607, 1918)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
ORIGINAL DELIVERY ORDER,0,0,"(42, 57)","(614, 103)"
Page 1/2,0,0,"(1498, 65)","(1654, 111)"
"DATE 11/07/2022  TOPOCEAN CONSOLIDATION SERVICE (LAX) INC. BROKER  2727 WORKMAN MILL ROAD, CITY OF INDUSTRY, CA 90601 T-CUSTOMS BROKER INC  USA 5777 W CENTURY BLVD #965LOS TEL: (562)-908-1688 _ FAX: (562)-908-1699 ANGELES CA 90045  TEL: 310-645-9902 FAX: 310-645-9903 ATTN: RICARDO  eMail:|MPORTADMIN@tcustoms.com; nyc@tcustoms.com  DO No#: LAXDO22110393 HOUSE B/L#: FUZLAXMA4057 ",1,2,"(45, 140)","(1539, 521)"
VESSEL / VOYAGE  OOCL EGYPT 046E MASTER BIL#  COSU6882046560,0,7,"(55, 540)","(342, 680)"
LOCATION LONG BEACH CONTAINER TERMINAL PIEF,0,4,"(575, 540)","(1195, 612)"
FILE# LOT#  FLMA0034 FOCLAX22B0031  CARGO TYPE CY/DOOR ,0,9,"(1210, 543)","(1607, 678)"
ETA TO PORT,0,8,"(424, 609)","(564, 633)"
11/16/2022,0,8,"(425, 644)","(585, 680)"
FOR DELIVERY TO,0,10,"(59, 701)","(337, 738)"
"THE WAREHOUSE USA,LLC  1711 S 47TH AVENUE, SUITE 200 PHOENIX, AZ, 85043  TEL: 4253509284  ATTN: BILL ARBOGAST eMAIL: BILL.-ARBOGAST@TWUSA.NET ",1,0,"(61, 751)","(1019, 902)"
NO OF PKGS,0,12,"(51, 924)","(219, 956)"
DESCRIPTION OF ARTICLES,0,13,"(237, 924)","(593, 956)"
WGT/CBM,0,0,"(1342, 918)","(1489, 953)"
869 CTNS,0,15,"(66, 968)","(222, 1009)"
COMMODITY |,0,16,"(243, 972)","(447, 1008)"
WOODEN/IRON BOX BAMBOO WICKER BASKET METAL SHELF LANTERN WOODEN/IRON LANTERN MIRROR WALL CLOCK  PKGS WGT CBM P/U# PO#,0,18,"(477, 972)","(1161, 1164)"
"10,020.13LBS /66.64 CBM",0,17,"(1194, 969)","(1592, 1011)"
CONTAINER #,0,18,"(51, 1129)","(227, 1163)"
SEAL#,0,18,"(343, 1130)","(437, 1162)"
LAST FREE DAY,0,0,"(1263, 1130)","(1397, 1196)"
APPT,0,18,"(1499, 1132)","(1575, 1160)"
OOLU9226697/40HQ,0,19,"(51, 1206)","(305, 1238)"
CR465358,0,0,"(343, 1206)","(477, 1238)"
869,0,0,"(613, 1206)","(673, 1238)"
"10,020.13",0,0,"(695, 1206)","(821, 1238)"
66.64,0,0,"(879, 1206)","(957, 1236)"
TBA1,0,0,"(1097, 1206)","(1171, 1236)"
VENDOR: ADDITIONAL COMMENTS:,0,0,"(76, 1249)","(397, 1314)"
INLAND FREIGHT,0,21,"(55, 1334)","(275, 1364)"
Total Ctnr(s) :,0,21,"(688, 1332)","(880, 1376)"
"BILL TOPOCEAN DOOR DELIVERY FEE $ 2,350.00 PORT CONGESTION SURCHARGE $ 100.00",0,21,"(57, 1426)","(575, 1522)"
Received in Good Order,0,0,"(1108, 1479)","(1393, 1510)"
"DELIVERY BY TRUCKER :  NGL TRANSPORTATION LLC - LAX TO PHOENIX, AZ 27406 N. HIGUERA DR.,  GLENDALE, AZ 85301  SEAN CELL:602-284-8816  JACKY CELL: 623-866-9491  TEL: 623-930-0932 FAX: 623-937-2576  ATTN: SEAN ROH/TED/CHRIS/JACKY",1,0,"(58, 1536)","(806, 1838)"
"1. DRIVER MUST VERIFY SEAL# AND DOCUMENT AT TIME OF PICK UP 2. UPON RETURN OF EMPTY, DRIVER MUST VIEW THE INSIDE OF CONTAINER",0,0,"(63, 1852)","(999, 1920)"
text,isAddress,block_num,left_top,right_bot
"CN LINK FREIGHT SERVICES INC.  2071 S. ATLANTIC BLVD #B MONTEREY PARK, CA 91754 TEL: 323-268-1866 FAX: 323-268-1811 EMAIL: cnlinklax@cnlinkfreight.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 62)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION 6602 WEST GRANT STREET PHOENIX, AZ 85043 YVONNE LOPEZ TEL :623-930-0932 yvonne.|@ngltrans.net Pick-Up At : TOTAL TERMINAL INC. Z952 301 HANJIN RD LONG BEACH, CA 90802, USA CUSTOMER SERVICE TEL :562-256-2649 CustomerServiceClerk@totalterminals.com Deliver To : CONTINENTAL AUTOMOTIVE SYSTEMS, INC. C/O JIT SERVICES, LLC 220 N. FREEPORT DRIVE NOGALES, AZ 85621",1,10,"(83, 300)","(699, 860)"
Date,0,2,"(851, 305)","(924, 340)"
By Shelley Deng,0,3,"(1247, 308)","(1421, 384)"
11/21/2022,0,2,"(861, 356)","(1003, 390)"
Commodity,0,4,"(851, 407)","(1008, 451)"
Total Pkgs. 11 CTNS 20'x 1,0,5,"(1247, 412)","(1395, 506)"
LCD MODULE,0,4,"(861, 468)","(1041, 500)"
Pick-Up Ref. No.,0,7,"(853, 517)","(1063, 554)"
Pick-Up Contact,0,8,"(1247, 518)","(1457, 554)"
Pick-Up Date/Time,0,9,"(851, 625)","(1087, 662)"
Delivery Ref. No. STL22049755,0,11,"(850, 728)","(1068, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(850, 834)","(1092, 875)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
"Bill To:  CN LINK FREIGHT SERVICES INC. 2071 S. ATLANTIC BLVD #B MONTEREY PARK, CA 91754 TEL : 323-268-1866 FAX : 323-268-1811",1,15,"(85, 944)","(785, 1072)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
CNOI8222371,0,16,"(861, 994)","(1035, 1026)"
HAPAG-LLOYD(AMERICA) INC],0,17,"(1255, 1002)","(1629, 1038)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
Vessel & Voyage No,0,19,"(1245, 1048)","(1502, 1092)"
HLCUSHA2102GPDA0,0,18,"(861, 1104)","(1137, 1138)"
HYUNDAI JUPITER V.026E,0,19,"(1254, 1103)","(1583, 1138)"
Container No. : 1.T. No:  CAIU6674970 / 20' / HLG4457765 / 11PKGS / 1969.53KGS / 4342.03LBS,0,20,"(85, 1156)","(791, 1256)"
"‘House B/ILNo STL22049755  “Port of Discharge LONG BEACH,CA  ‘Place of Delivery — LONG BEACH,CA",0,23,"(852, 1155)","(1081, 1369)"
AMS House BL No.  BVLVBSHF22110415 E.T.A 11/28/2022  E.T.A. 11/28/2022,0,0,"(1247, 1156)","(1539, 1364)"
MARK,0,0,"(99, 1394)","(183, 1424)"
DESCRIPTION LCD MODULE,0,0,"(389, 1393)","(583, 1466)"
PKGS  11 CTNS 20'x 1,0,0,"(1005, 1394)","(1129, 1494)"
WEIGHT  1969.53 KGS 4342.03 LBS,0,0,"(1195, 1393)","(1366, 1496)"
MEASUREMENT  12.880 CBM 455 CFT,0,0,"(1394, 1393)","(1602, 1496)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
You are requested to inform us immediately of any occurrence. Thank You for your service !,0,0,"(355, 2048)","(1372, 2140)"
text,isAddress,block_num,left_top,right_bot
TRANSLINK SHIPPING INC.,0,0,"(445, 94)","(1113, 150)"
LOS ANGELES,0,0,"(1142, 92)","(1520, 150)"
"10900 183rd Street Suite 268 Cerritos, CA, 90703 Tel:1(714)-527-0938 Fax:1(714)-527-0928 EIN+911394671 http://www.translinkshipping.com",1,0,"(402, 166)","(1562, 260)"
DELIVERY ORDER,0,6,"(518, 317)","(1076, 383)"
,0,0,"(49, 410)","(101, 442)"
"Ngl Transportation, LLC (SCAC:NGLN) han.k@ngltrans.net;dsp.phx@ngltrans.",0,0,"(196, 407)","(698, 501)"
Attn:,0,0,"(47, 464)","(119, 496)"
Tel:,0,0,"(49, 514)","(109, 546)"
623-930-0932 / 931-1253,0,0,"(197, 513)","(527, 548)"
Prepared by: Yohan_LAX,0,0,"(892, 513)","(1239, 553)"
Ext: 1207,0,0,"(1339, 514)","(1475, 548)"
Fax:,0,0,"(49, 566)","(115, 598)"
623-937-2576,0,0,"(197, 566)","(387, 600)"
Date:11/22/22,0,7,"(895, 566)","(1085, 602)"
HBL#:KAOLAX2N012X,0,8,"(1221, 566)","(1525, 602)"
IMPORTING.CARRIER,0,0,"(191, 612)","(497, 646)"
LOCATION,0,9,"(829, 612)","(987, 646)"
EMPTY RETURN,0,0,"(1303, 612)","(1535, 646)"
YM UPWARD V.0078E,0,0,"(193, 664)","(495, 700)"
West Basin Container Terminal-Y773,0,9,"(671, 664)","(1145, 700)"
B/L OR AWB NO.,0,0,"(227, 722)","(455, 758)"
ARRIVAL DATE,0,10,"(801, 722)","(1015, 756)"
CHASSIS RETURN,0,0,"(1287, 722)","(1549, 758)"
HDMUTPEM75342300,0,0,"(195, 770)","(492, 806)"
11/30/22,0,10,"(847, 770)","(971, 806)"
H B/L# /HAWB#,0,0,"(237, 822)","(453, 858)"
|.T.No & Date,0,0,"(817, 824)","(1001, 858)"
KAOLAX2N012X,0,0,"(231, 874)","(457, 910)"
"DELIVERY TO:  AUTO FIT LTD. (PHOENIX)  1828 W, BUKEYE RO  PHOENIX, AZ, USA 85007  Shun, Ali, TEL:(602)233-3300, shun: shun@autofit.bz; Ali: ali@autofit.bz",0,11,"(67, 930)","(1052, 1111)"
| Cntr#/Seal#/Size Pickup# Last Free Date  IKOCU4510436/HMM211518716/40HQ PK#: LFD:,0,17,"(41, 1169)","(600, 1284)"
Packages Description of Goods  596.00|AUTO SPARE PARTS CTNS (ABSORBER BRACKET BUMPER MOULDING ENGINE UNDER COVER FENDER FENDER FLARE FOG LAMP COVER HOOD IHOOD HINGE INNER FENDER MIRROR PLASTIC BUMPER,0,19,"(621, 1167)","(1204, 1666)"
Weight ,0,20,"(1352, 1171)","(1493, 1284)"
Measure,0,16,"(1507, 1170)","(1631, 1204)"
65.000} CBM,0,21,"(1559, 1217)","(1661, 1284)"
CALL FOR APPOINTMENT PRIOR TO DELIVERY,0,0,"(392, 1695)","(1304, 1741)"
IMPORTANT:NOTIFY US AT ONCE IF DELIVERY CANNOT BE EFFECTED AS IN STRUCTED.,0,0,"(67, 1766)","(1405, 1802)"
Received In Good Order By:,0,0,"(48, 1855)","(434, 1897)"
Delivering Carrier:,0,0,"(911, 1854)","(1172, 1897)"
(Consignee)  Time out:,0,0,"(448, 1907)","(653, 1992)"
(Trucker's signature) Invoice Charges to: TRANSLINK,0,0,"(1020, 1907)","(1515, 2000)"
Time in:,0,0,"(47, 1958)","(169, 1992)"
PLEASE SIGN AND FAX BACK TO: TRANSLINK SHIPPING INC. AS PROOF OF DELIVERY,0,0,"(48, 2023)","(1476, 2063)"
text,isAddress,block_num,left_top,right_bot
Cosco  SHIPPING,0,0,"(118, 103)","(317, 170)"
Container Trucking Job Order,0,0,"(560, 219)","(1168, 289)"
Job #: Order By:,0,0,"(111, 332)","(233, 402)"
"1732056845  COSCO SHIPPING Lines (North America) Inc. Houston  09 Nov 2022, 08:43  Ari Humphries",0,0,"(307, 332)","(845, 521)"
Status: Supplier: Issue Office:,0,0,"(855, 332)","(1013, 444)"
"ORIGINAL NGL TRANSPORTATION, LLC Houston",0,0,"(1059, 334)","(1461, 448)"
Date Issued: OPS:,0,0,"(113, 444)","(266, 512)"
"Pickup/Delivery Point Information  Address  LGB08(Long Beach Container Terminal , LLC)/Pier E, 201 Pico Ave, Long Beach CA 90802  LGB01(Pacific Container Terminal)/Berth 246 1521 Pier J Avenue Long Beach , CA 90802 ",1,7,"(357, 578)","(1504, 734)"
Pickup/Delivery Laden pickup Empty return,0,0,"(133, 620)","(321, 737)"
"Appointment Information  SEGU424664-5, 40HQ, 6344943300 TCNU227900-8, 40HQ, 6344943300 ",0,0,"(335, 759)","(1028, 868)"
Cntr. #,0,9,"(109, 802)","(199, 832)"
Date/Time Contact Address Remark,0,0,"(109, 870)","(239, 1004)"
Glendale,0,0,"(335, 938)","(451, 972)"
Equip. Information,0,19,"(720, 1086)","(984, 1131)"
Size/ Type,0,0,"(233, 1156)","(305, 1222)"
SH - CR54859 9;TM -A; ™ - CR54859  General,0,34,"(321, 1154)","(555, 1390)"
Carrier Booking #,0,24,"(567, 1154)","(693, 1222)"
Cargo Weight,0,25,"(704, 1155)","(801, 1224)"
Gross Weight,0,26,"(841, 1156)","(937, 1224)"
Last Free Day,0,29,"(1261, 1155)","(1382, 1223)"
Equip.#,0,0,"(113, 1172)","(213, 1208)"
Cost,0,27,"(989, 1172)","(1055, 1202)"
Pickup#,0,28,"(1127, 1172)","(1235, 1206)"
TrainID,0,30,"(1447, 1172)","(1543, 1202)"
USD 2450.0,0,38,"(987, 1274)","(1079, 1338)"
SEGU42  4664-5 40HQ,0,0,"(105, 1290)","(311, 1356)"
63449433 | 6716.11 00 KG,0,36,"(567, 1290)","(803, 1356)"
10546.11 KG,0,37,"(841, 1289)","(959, 1356)"
N/A,0,41,"(1447, 1308)","(1501, 1336)"
SH - CR54859 1;5TM -A; ™ - CR54859  General,0,45,"(321, 1428)","(555, 1594)"
USD 2450.0,0,49,"(987, 1476)","(1081, 1542)"
TCNU22 7900-8,0,0,"(105, 1493)","(219, 1560)"
63449433 | 6573.83 00 KG,0,47,"(566, 1493)","(805, 1556)"
10273.83 KG,0,48,"(841, 1494)","(961, 1560)"
40HQ,0,0,"(229, 1510)","(311, 1544)"
N/A,0,52,"(1447, 1512)","(1501, 1540)"
Total Qty: 2,0,53,"(108, 1629)","(268, 1671)"
USD 4900.00,0,54,"(1412, 1627)","(1596, 1668)"
"Transportation Reference (6344943300)  SEA-CCN-053 E Ext. Vessel COSCO NETHERLANDS/053E Xiamen, Xiamen, Fujian, China Voyage Hong Kong Discharge Port Long Beach (POD): Glendale, Maricopa, Arizona, United Load Port(POL): Xiamen States Cargo HAIR BRUSH 09 Nov 2022, 17:00 Description Conair LLC Available at 14 Nov 2022, 03:00  Discharge Port",0,57,"(355, 1711)","(1513, 2092)"
SVVD:  From City (POR): Transhipment Port:  To City(FND):,0,56,"(112, 1754)","(343, 1941)"
ETA: Customer:,0,56,"(111, 1978)","(258, 2052)"
text,isAddress,block_num,left_top,right_bot
Page 1/1,0,0,"(1518, 37)","(1635, 71)"
DELIVERY ORDER,0,0,"(620, 53)","(1083, 113)"
"Leesa Customs Brokerage Inc 9040 Telstar Avenue, Suite 112-115 El Monte, CA 91731 626-522-1821",1,0,"(574, 144)","(1128, 287)"
"AMAYA TRADING LLC 70 S VAL VISTA DR  STE A3-428  GILBERT, AZ 85296-0931",1,1,"(215, 376)","(555, 494)"
DATE OUR REF. NO.  11/09/22 0027120  THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND/OR FORWARDED AS FOLLOWS:,0,3,"(1049, 373)","(1565, 519)"
CARRIER EGLV COSCO SHPPING DENALI 029E  B/L OR AWB. NO. ARR./DEPT. DATE.  EGLV 100250269896 11/13/22 ,0,8,"(123, 555)","(650, 666)"
"LOCATION ORIGIN/DESTINATION PORT WAC8 LBCT LLC JAWAHARLAL NEHRU/LOS ANGELES, TOCAL DELIVERY OR TRANSFER BY (DELIVERY ORDER ISSUED TO:) NGL TRANSPORT  HOUSE NO. ENTRY-B/L NO. CUST. REF. NO. PGSM NSPLAX164904 8P5-0027120-7 p ore |  ROUTE",0,14,"(666, 555)","(1672, 750)"
"FOR DELIVERY TO  AMAYA TRADING (NEW DELIVER ADD) 1825 E GERMANN RD, SUITE 20 CHANDLER, AZ 85286  480-200-0093  ATTN: AMRISH MAGO",1,15,"(100, 720)","(645, 902)"
"NO. OF PKGS. DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS 4,370 | SACKS/BAGS PLASTIC ETHYLEN,OTH",0,21,"(115, 1020)","(1153, 1099)"
"WEIGHT bo Not 41,898 Lb",0,19,"(1368, 1013)","(1600, 1097)"
Container No. TRHU5678730,0,21,"(298, 1117)","(501, 1180)"
Container Size/Type 40 ft HC,0,21,"(549, 1110)","(820, 1180)"
Weight,0,21,"(850, 1117)","(956, 1157)"
Quantity,0,21,"(999, 1114)","(1122, 1157)"
Seal Nos.,0,21,"(1159, 1118)","(1291, 1152)"
PREPAID/COLLECT,0,22,"(570, 1747)","(740, 1771)"
INLAND FREIGHT,0,0,"(146, 1757)","(446, 1797)"
Received in Good Order By:,0,0,"(1034, 1750)","(1369, 1819)"
ORIGINAL DELIVERY ORDER,0,0,"(119, 1820)","(481, 1852)"
"Date: Time:  LIABILITY, INCLUDING NEGLIGENCE IS LIMITED TO THE SUM OF $50.00 PER SHIPMENT, UNLESS A GREATER VALUATION SHALL BE PAID FOR OR AGREED TO BE PAID IN WRITING PRIOR TO SHIPPING.",0,0,"(1035, 1834)","(1675, 1994)"
Celia Li  PER:,0,23,"(109, 1946)","(219, 1999)"
DELIVERY CLERK: DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1032, 2041)","(1524, 2116)"
"NGL TRANSPORT, Phone:",0,0,"(845, 2126)","(1199, 2160)"
text,isAddress,block_num,left_top,right_bot
Page 1/1,0,0,"(1518, 37)","(1635, 71)"
DELIVERY ORDER,0,0,"(620, 53)","(1083, 113)"
"Leesa Customs Brokerage Inc 9040 Telstar Avenue, Suite 112-115 El Monte, CA 91731 626-522-1821",1,0,"(574, 144)","(1128, 287)"
"AMAYA TRADING LLC 70 S VAL VISTA DR  STE A3-428  GILBERT, AZ 85296-0931",1,1,"(215, 376)","(555, 494)"
DATE OUR REF. NO.  11/09/22 0027120  THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND/OR FORWARDED AS FOLLOWS:,0,3,"(1049, 373)","(1565, 519)"
CARRIER EGLV COSCO SHPPING DENALI 029E  B/L OR AWB. NO. ARR./DEPT. DATE.  EGLV 100250269896 11/13/22 ,0,8,"(123, 555)","(650, 666)"
"LOCATION ORIGIN/DESTINATION PORT WAC8 LBCT LLC JAWAHARLAL NEHRU/LOS ANGELES, TOCAL DELIVERY OR TRANSFER BY (DELIVERY ORDER ISSUED TO:) NGL TRANSPORT  HOUSE NO. ENTRY-B/L NO. CUST. REF. NO. PGSM NSPLAX164904 8P5-0027120-7 p ore |  ROUTE",0,14,"(666, 555)","(1672, 750)"
"FOR DELIVERY TO  AMAYA TRADING (NEW DELIVER ADD) 1825 E GERMANN RD, SUITE 20 CHANDLER, AZ 85286  480-200-0093  ATTN: AMRISH MAGO",1,15,"(100, 720)","(645, 902)"
"NO. OF PKGS. DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS 4,370 | SACKS/BAGS PLASTIC ETHYLEN,OTH",0,21,"(115, 1020)","(1153, 1099)"
"WEIGHT bo Not 41,898 Lb",0,19,"(1368, 1013)","(1600, 1097)"
Container No. TRHU5678730,0,21,"(298, 1117)","(501, 1180)"
Container Size/Type 40 ft HC,0,21,"(549, 1110)","(820, 1180)"
Weight,0,21,"(850, 1117)","(956, 1157)"
Quantity,0,21,"(999, 1114)","(1122, 1157)"
Seal Nos.,0,21,"(1159, 1118)","(1291, 1152)"
PREPAID/COLLECT,0,22,"(570, 1747)","(740, 1771)"
INLAND FREIGHT,0,0,"(146, 1757)","(446, 1797)"
Received in Good Order By:,0,0,"(1034, 1750)","(1369, 1819)"
ORIGINAL DELIVERY ORDER,0,0,"(119, 1820)","(481, 1852)"
"Date: Time:  LIABILITY, INCLUDING NEGLIGENCE IS LIMITED TO THE SUM OF $50.00 PER SHIPMENT, UNLESS A GREATER VALUATION SHALL BE PAID FOR OR AGREED TO BE PAID IN WRITING PRIOR TO SHIPPING.",0,0,"(1035, 1834)","(1675, 1994)"
Celia Li  PER:,0,23,"(109, 1946)","(219, 1999)"
DELIVERY CLERK: DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1032, 2041)","(1524, 2116)"
"NGL TRANSPORT, Phone:",0,0,"(845, 2126)","(1199, 2160)"
text,isAddress,block_num,left_top,right_bot
Page 1/1,0,0,"(1518, 37)","(1635, 71)"
DELIVERY ORDER,0,0,"(620, 53)","(1083, 113)"
"Leesa Customs Brokerage Inc 9040 Telstar Avenue, Suite 112-115 El Monte, CA 91731 626-522-1821",1,0,"(574, 144)","(1128, 287)"
"AMAYA TRADING LLC 70 S VAL VISTA DR  STE A3-428  GILBERT, AZ 85296-0931",1,1,"(215, 376)","(555, 494)"
DATE  11/09/22,0,0,"(1085, 373)","(1207, 430)"
OUR REF. NO.  0027120,0,0,"(1310, 373)","(1439, 430)"
THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND/OR FORWARDED AS FOLLOWS:,0,0,"(1049, 436)","(1565, 519)"
CARRIER EGLV COSCO SHPPING DENALI 029E  B/L OR AWB. NO. ARR./DEPT. DATE.  EGLV 100250269896 11/13/22 ,0,8,"(123, 555)","(650, 666)"
"LOCATION ORIGIN/DESTINATION PORT WAC8 LBCT LLC JAWAHARLAL NEHRU/LOS ANGELES, TOCAL DELIVERY OR TRANSFER BY (DELIVERY ORDER ISSUED TO:) NGL TRANSPORT  HOUSE NO. ENTRY-B/L NO. CUST. REF. NO. PGSM NSPLAX164904 8P5-0027120-7 p ore |  ROUTE",0,14,"(666, 555)","(1672, 750)"
FOR DELIVERY TO,0,0,"(427, 720)","(645, 750)"
"AMAYA TRADING (NEW DELIVER ADD) 1825 E GERMANN RD, SUITE 20 CHANDLER, AZ 85286  480-200-0093  ATTN: AMRISH MAGO",1,15,"(100, 754)","(634, 902)"
NO. OF PKGS.,0,0,"(115, 1020)","(277, 1050)"
